a,ɑː,,"['conjunction', 'interjection', 'adverb', 'preposition', 'letter', 'noun', 'adjective', 'verb', 'pronoun']"
Pluto,ˈpluːtəʊ,,['proper noun']
Plymouth,ˈplɪməθ,,['proper noun']
Po,poː,,['proper noun']
Poconos,ˈpoʊkənoʊz,,['proper noun']
Podgorica,ˌpɒdɡəˈɹɪtsa,,['proper noun']
Podunk,ˈpoʊdʌŋk,,['proper noun']
Poe,ə,,['proper noun']
Pogo,ˈpoːɡoː,,['proper noun']
Poisson,pwasɔ̃,,['proper noun']
Pokémon,ˈpəʊkəmɒn,,['proper noun']
Pol,ˈpɔl,,['proper noun']
Poland,ˈpəʊlənd,,['proper noun']
Polaris,pɔʊˈlɑɹɪs,,['proper noun']
Pole,pəʊl,,['proper noun']
Polish,ˈpəʊlɪʃ,,['proper noun']
Pollux,pɔlyks,,['proper noun']
Polly,ɒl,,['proper noun']
Pollyanna,ˌpɒliˈænə,,['proper noun']
Polynesia,pɒləˈniːziə,,['proper noun']
Polynesian,iːʒə,,['proper noun']
Polyphemus,ˌpɒlɨˈfiːməs,,['proper noun']
Pomerania,ˌpɒməˈɹeɪniə,,['proper noun']
Pomeranian,ˌpɒməˈɹeɪniən,,['proper noun']
Pomona,poːˈmoːna,,['proper noun']
Pompeii,pɒmˈpeɪi,,['proper noun']
Pompey,ˈpɒmpi,,['proper noun']
Ponce,pɔ̃s,,['proper noun']
Pooh,puː,,['proper noun']
Poole,puːl,,['proper noun']
Popeye,ˈpɒpˌaɪ,,['proper noun']
Popocatepetl,popoːkaˈtepeːt͡ɬ,,['proper noun']
Popper,ɒpə(ɹ,,['proper noun']
Porsche,ˈpɔːʃ,,['proper noun']
Port,ɔː(ɹ),,['proper noun']
Portia,ˈpɔɹʃə,,['proper noun']
Portland,ˈpɔɹtlənd,,['proper noun']
Portugal,ˈpɔːt͡ʃəɡəl,,['proper noun']
Portuguese,ˌpɔːt͡ʃəˈɡiːz,,['proper noun']
Poseidon,pəˈsaɪdn̩,,['proper noun']
Post,pɔst,,['proper noun']
Potomac,pəˈtoʊmək,,['proper noun']
Potsdam,ˈpɑtsdæm,,['proper noun']
Poughkeepsie,pəˈkɪpsi,,['proper noun']
Powell,paʊl,,['proper noun']
Powhatan,paʊəˈtæn,,['proper noun']
Prada,ˈprada,,['proper noun']
Prado,ˈpɾado,,['proper noun']
Prague,pɹɑːɡ,,['proper noun']
Praia,ˈpɹaɪə,,['proper noun']
Prakrit,ˈpɹɑːkɹɪt,,['proper noun']
Pratt,pɹæt,,['proper noun']
Praxiteles,pɹakˈsɪtɪliːz,,['proper noun']
Presbyterian,ˌpɹɛzbɪˈtɪəɹɪən,,['proper noun']
Presley,ˈpɹɛsli,,['proper noun']
Preston,ˈpɹɛstən,,['proper noun']
Pretoria,prəˈtʊəria,,['proper noun']
Priam,ˈpɹaɪəm,,['proper noun']
Princeton,ˈpɹɪnstən,,['proper noun']
Priscilla,pɹɪˈsɪlə,,['proper noun']
Procrustes,proːˈkrʏstəs,,['proper noun']
Procyon,ˈpɹəʊsiˌɒn,,['proper noun']
Prof,pʁɔf,,['proper noun']
Prokofiev,proˈkɔfjef,,['proper noun']
Prometheus,pɹəˈmiːθiəs,,['proper noun']
Proserpina,proːˈserpina,,['proper noun']
Proterozoic,əʊɪ,,['proper noun']
Protestant,ˈpɹɒtɪstənt,,['proper noun']
Protestantism,ˈpɹɒtɪstəntɪzəm,,['proper noun']
Proteus,ˈpɹəʊtjuːs,,['proper noun']
Proust,pɹuːst,,['proper noun']
Provence,pɹəˈvɒns,,['proper noun']
Provençal,ˌpɹɒvɑːnˈsɑːl,,['proper noun']
Provo,əʊvə,,['proper noun']
Prussia,ˈpɹʌʃə,,['proper noun']
Prussian,ˈpɹʌʃən,,['proper noun']
Psalms,ˈsɑːmz,,['proper noun']
Psyche,ˈsaɪki,,['proper noun']
Ptolemaic,ˌtɒləˈmeɪɪk,,['proper noun']
Ptolemy,ˈtɒləmi,,['proper noun']
Puccini,putˈt͡ʃini,,['proper noun']
Puck,ʊ,,['proper noun']
Puebla,ˈpwebla,,['proper noun']
Pugh,pjuː,,['proper noun']
Pulitzer,ˈpʊlɪtsɚ,,['proper noun']
Pullman,ˈpʊlmən,,['proper noun']
Punic,ˈpjuːnɪk,,['proper noun']
Punjab,pʌnˈdʒɑːb,,['proper noun']
Punjabi,pʌnˈdʒɑːbi,,['proper noun']
Purcell,ˈpɝsl̩,,['proper noun']
Puritan,ˈpjʊɹɪtən,,['proper noun']
Pusan,ˈpusan,,['proper noun']
Putin,ˈpuːtɪn,,['proper noun']
Pygmalion,pɪɡˈmeɪliən,,['proper noun']
Pynchon,ˈpɪntʃən,,['proper noun']
Pyongyang,ˌpjɑŋˈjæŋ,,['proper noun']
Pyrrhic,ˈpɪɹɪk,,['proper noun']
Pythagoras,paɪˈθæɡəɹəs,,['proper noun']
Pythagorean,pɪˌθaɡəˈɹiːən,,['proper noun']
Python,ˈpaɪθən,,['proper noun']
Pétain,petɛ̃,,['proper noun']
Q,kjuː,,['proper noun']
QED,ˌkjuːiːˈdiː,,['proper noun']
QWERTY,ˈkwɜː(ɹ)ti,,['proper noun']
Qantas,ˈkwɒntəs,,['proper noun']
Qatar,ˈkæˌtɑɹ,,['proper noun']
Qatari,kəˈtɑːɹi,,['proper noun']
Qingdao,ˈtʃɪŋˈdaʊ,,['proper noun']
Qinghai,ˈtʃɪŋˈhaɪ,,['proper noun']
Qiqihar,ˈtʃiːtʃiːˌhɑː,,['proper noun']
Quaalude,ˈkweɪluːd,,['proper noun']
Quaker,ˈkweɪkɚ,,['proper noun']
Quaoar,ˈkwɑːwɑɹ,,['proper noun']
Que,kɛ,,['proper noun']
Quebec,keˈbek,,['proper noun']
Quechua,ˈkɛtʃwə,,['proper noun']
Queen,kviːn,,['proper noun']
Queensland,ˈkwɪːnzˌlæːnd,,['proper noun']
Quentin,ˈkwɛntɪn,,['proper noun']
Quetzalcoatl,ˌkɛtsəlkəʊˈætəl,,['proper noun']
Quezon,kɛjzon,,['proper noun']
Quincy,ˈkwɪnsi,,['proper noun']
Quinn,kwɪn,,['proper noun']
Quito,ˈkitoʊ,,['proper noun']
Quixote,ˈkwɪksət,,['proper noun']
Qumran,kʊmˈɹɑːn,,['proper noun']
Quonset,ˈkwɒnsɪt,,['proper noun']
R,ɑː,,['proper noun']
RAF,æ,,['proper noun']
RAM,ɹæm,,['proper noun']
RC,ɛʁse,,['proper noun']
REIT,riːt,,['proper noun']
RIP,ɑː(ɹ) aɪ ˈpiː,,['proper noun']
RISC,ɹɪsk,,['proper noun']
RNA,a̠ːɾɯ̟ᵝe̞nɯ̟ᵝe̞ː,,['proper noun']
ROFL,ɑɹˌoʊˌɛfˈɛl,,['proper noun']
ROM,ɹɒm,,['proper noun']
RP,ɛr ˈpɛ,,['proper noun']
RSFSR,ɑːɛsɛfɛsˈɑː,,['proper noun']
RSVP,ɛʁɛsvepe,,['proper noun']
RTFM,ɛʁteɛfɛm,,['proper noun']
RV,a̠ːɾɯ̟ᵝbɯ̟ᵝi,,['proper noun']
Ra,ɹɑː,,['proper noun']
Rabat,ɹəˈbɑːt,,['proper noun']
Rachel,ˈɹeɪt͡ʃəl,,['proper noun']
Rachelle,ʁaʃɛl,,['proper noun']
Rachmaninoff,rakˈmaninof,,['proper noun']
Racine,ˈɹeɪsiːn,,['proper noun']
Rafael,rəfəˈɛl,,['proper noun']
Raffles,ˈɹæfəlz,,['proper noun']
Ragnarök,ˈrɒɡnɒrøk,,['proper noun']
Raleigh,ˈɹɔːli,,['proper noun']
Ralph,ɹælf,,['proper noun']
Rama,ˈʁɐmɐ,,['proper noun']
Ramadan,ɹæməˈdɑːn,,['proper noun']
Rambo,æmbə,,['proper noun']
Ramirez,ɹəˈmɪɹes,,['proper noun']
Ramiro,ʁaˈmiɾu,,['proper noun']
Ramona,ɹəˈmoʊnə,,['proper noun']
Ramos,ˈramos,,['proper noun']
Ramsey,ˈɹæmzi,,['proper noun']
Rand,æn,,['proper noun']
Randall,ˈɹændəl,,['proper noun']
Randolph,ɹændɒlf,,['proper noun']
Randy,ˈɹændi,,['proper noun']
Rangoon,ɹæŋˈɡuːn,,['proper noun']
Raoul,ʁaul,,['proper noun']
Raphael,ˈɹæfeɪɛl,,['proper noun']
Rapunzel,ɹəˈpʌnzəl,,['proper noun']
Raquel,ɹɑːˈkɛl,,['proper noun']
Rasmussen,ˈʁɑsmusn̩,,['proper noun']
Raul,ʁaˈuw,,['proper noun']
Ray,e,,['proper noun']
Raymond,ˈɹeɪmənd,,['proper noun']
Reading,ˈɹɛdɪŋ,,['proper noun']
Reagan,ˈɹeɪɡən,,['proper noun']
Reaganomics,ˌreɪɡəˈnɑmɪks,,['proper noun']
Recife,ʁeˈsifi,,['proper noun']
Redmond,ˈɹɛdmənd,,['proper noun']
Reese,ɹis,,['proper noun']
Refugio,ɹɪˈfjʊɹioʊ,,['proper noun']
Reggie,ˈɹɛdʒi,,['proper noun']
Regina,ɹɪˈdʒaɪnə,,['proper noun']
Regulus,ˈreːɡulus,,['proper noun']
Reich,ɹaɪx,,['proper noun']
Reid,ɹiːd,,['proper noun']
Reilly,ˈɹaɪli,,['proper noun']
Remus,ˈremus,,['proper noun']
Renaissance,ɹəˈneɪsəns,,['proper noun']
Renault,ˈɹɛnəʊ,,['proper noun']
Reno,ˈrɛno,,['proper noun']
Rep,ɹɛp,,['proper noun']
Requiem,ˈʁeːkviɛm,,['proper noun']
Reuben,uːbə,,['proper noun']
Reunion,ʁeʔuˈni̯oːn,,['proper noun']
Reuters,ˈʁɔʏtɐs,,['proper noun']
Rev,ɛ,,['proper noun']
Reverend,ˈɹɛvɹənd,,['proper noun']
Rex,ɹɛks,,['proper noun']
Reyes,ˈreʝes,,['proper noun']
Reykjavik,ˈɹɛkjəvɪk,,['proper noun']
Reyna,ˈreina,,['proper noun']
Reynaldo,reiˈnaldo,,['proper noun']
Rh,r̥iː,,['proper noun']
Rhea,iː,,['proper noun']
Rhenish,ˈɹɛnɪʃ,,['proper noun']
Rhine,ɹaɪn,,['proper noun']
Rhineland,ˈɹaɪnlænd,,['proper noun']
Rhoda,ˈɹoʊdə,,['proper noun']
Rhodes,ɹoʊdz,,['proper noun']
Rhodesia,ɹəʊˈdiːʃə,,['proper noun']
Rhonda,ˈɹɑndə,,['proper noun']
Rhone,əʊ,,['proper noun']
Ricardo,ɹɪˈkɑɹdoʊ,,['proper noun']
Rice,ɹaɪs,,['proper noun']
Richard,ˈɹɪtʃəd,,['proper noun']
Richardson,ˈɹɪtʃɚdsən,,['proper noun']
Richelieu,ʁiʃəljø,,['proper noun']
Richie,ˈɹɪtʃi,,['proper noun']
Richmond,ˈɹɪtʃmənd,,['proper noun']
Richter,ˈɹɪktə,,['proper noun']
Rick,ɹɪk,,['proper noun']
Ricky,ˈɹɪki,,['proper noun']
Riesling,ˈɹiːzlɪŋ,,['proper noun']
Riga,ˈɹiːɡə,,['proper noun']
Rigel,ˈɹaɪdʒəl,,['proper noun']
Riley,ˈɹaɪli,,['proper noun']
Rimbaud,ˈræ̃boʊ,,['proper noun']
Rio,ˈɹioʊ,,['proper noun']
Rios,ˈriːos,,['proper noun']
Ripley,ˈɹɪpli,,['proper noun']
Risorgimento,rizord͡ʒiˈmento,,['proper noun']
Rita,iːt,,['proper noun']
Ritz,ʁɪt͡s,,['proper noun']
Rivas,ˈribas,,['proper noun']
Rivera,riˈbeɾa,,['proper noun']
Riyadh,ɹiˈjɑːd,,['proper noun']
Rizal,ɾiˈsal,,['proper noun']
Rob,ɹɒb,,['proper noun']
Robby,ɒb,,['proper noun']
Robert,ˈɹɒbət,,['proper noun']
Roberta,roˈbɛɾtə,,['proper noun']
Roberto,roˈberto,,['proper noun']
Robeson,ɹoʊbsən,,['proper noun']
Robin,ˈɹɒbɪn,,['proper noun']
Rocco,ɒkə,,['proper noun']
Roche,ɹoʊʃ,,['proper noun']
Rochelle,ɹoʊˈʃɛl,,['proper noun']
Rochester,ˈɹɒt͡ʃɛstə,,['proper noun']
Rock,ʁɔk,,['proper noun']
Rockefeller,ˌrɔkˈfɛller,,['proper noun']
Rod,roːt,,['proper noun']
Roderick,ˈɹɒdəɹɪk,,['proper noun']
Rodger,ˈɹɒdʒə(ɹ),,['proper noun']
Rodin,ʁɔdɛ̃,,['proper noun']
Rodney,ˈɹɑdni,,['proper noun']
Rodolfo,roˈdɔlfo,,['proper noun']
Rodrigo,roˈdɾiɣo̝,,['proper noun']
Rodriguez,ɹɑˈdɾiɡɛz,,['proper noun']
Roeg,roːɨ̯ɡ,,['proper noun']
Roger,ˈɹɒd͡ʒə,,['proper noun']
Rojas,ˈroxas,,['proper noun']
Roland,roˈlant,,['proper noun']
Rolando,roˈlando,,['proper noun']
Rom,ɹəʊm,,['proper noun']
Roman,ˈɹəʊmən,,['proper noun']
Romanesque,ˌɹoʊməˈnɛsk,,['proper noun']
Romania,ɹəʊˈmeɪniə,,['proper noun']
Romanian,ɹoʊˈmeɪniən,,['proper noun']
Romano,roˈmano,,['proper noun']
Romans,ˈɹəʊmənz,,['proper noun']
Rome,ɹəʊm,,['proper noun']
Romeo,ˈroːmio,,['proper noun']
Romero,roˈmeɾo,,['proper noun']
Rommel,ˈʁɔməl,,['proper noun']
Romney,ˈɹɒmni,,['proper noun']
Romulus,ˈrɒmjʊləs,,['proper noun']
Ron,ɒ,,['proper noun']
Ronald,ˈɹɒnəld,,['proper noun']
Rooney,ˈɹuːni,,['proper noun']
Roosevelt,ˈɹoʊzəvɛlt,,['proper noun']
Rory,ˈɹɔːɹi,,['proper noun']
Rosa,ˈɹoʊzə,,['proper noun']
Rosalie,ʁozali,,['proper noun']
Rosario,roˈzarjo,,['proper noun']
Roscoe,ɒskə,,['proper noun']
Rose,ʁoz,,['proper noun']
Roseau,ɹəʊˈzəʊ,,['proper noun']
Rosemarie,ˈʁoːzəmaˌʁiː,,['proper noun']
Rosie,ˈɹəʊziː,,['proper noun']
Ross,ɹɔs,,['proper noun']
Rossini,rosˈsini,,['proper noun']
Rostov,ʁosˈtɔv,,['proper noun']
Rotarian,ɹəʊˈtɛəɹiən,,['proper noun']
Roth,ˈrɔt,,['proper noun']
Rothschild,ˈɹɒθstʃaɪld,,['proper noun']
Rotterdam,ˌrɔtərˈdɑm,,['proper noun']
Rottweiler,ˈɹɒtvaɪlə(ɹ),,['proper noun']
Rousseau,ˈɹuːsəʊ,,['proper noun']
Rowe,ɹəʊ,,['proper noun']
Rowling,ˈraʊlɪŋ,,['proper noun']
Roxy,ˈɹɒksi,,['proper noun']
Roy,ɹɔɪ,,['proper noun']
Royce,ɹɔɪs,,['proper noun']
Ruben,ˈrybən,,['proper noun']
Rubens,ˈʁubẽj̃s,,['proper noun']
Rubicon,ˈɹuːbɪkɒn,,['proper noun']
Rubik,ˈrubik,,['proper noun']
Rubin,ʁuˈbiːn,,['proper noun']
Ruby,uːb,,['proper noun']
Rudolf,ˈrudolf,,['proper noun']
Rudolph,ˈɹuːdɒ(l)f,,['proper noun']
Rudy,ˈɹuːdi,,['proper noun']
Rudyard,ˈɹʌdjəɹd,,['proper noun']
Rufus,ˈruːfus,,['proper noun']
Ruhr,ɹʊɚ,,['proper noun']
Ruiz,ˈrwiθ,,['proper noun']
Rupert,ˈɹupɚt,,['proper noun']
Russ,rus,,['proper noun']
Russel,ˈɹʌsəl,,['proper noun']
Russell,ˈɹʌsəl,,['proper noun']
Russia,ˈɹʌʃə,,['proper noun']
Russian,ˈɹʌʃ(ə)n,,['proper noun']
Russo,ˈɹusoʊ,,['proper noun']
Ruth,ɹuːθ,,['proper noun']
Ruthie,uːθ,,['proper noun']
Rwanda,ɹuːˈændə,,['proper noun']
Ryan,ˈɹaɪən,,['proper noun']
Ryukyu,ˈɹjuːkjuː,,['proper noun']
S,ɛs,,['proper noun']
SA,ɛs a,,['proper noun']
SAT,ˌɛsˌeɪ̯ˈti,,['proper noun']
SCSI,ˈskʌzi,,['proper noun']
SD,sɨᵝːpa̠ː de̞ɸo̞ɾɯ̟ᵝme̞,,['proper noun']
SDI,ɛs diː aɪ,,['proper noun']
SE,ˈɛse,,['proper noun']
SEATO,iːtə,,['proper noun']
SOB,ˌɛs oʊ ˈbi,,['proper noun']
SOS,ɛsoːˈʔɛs,,['proper noun']
SPCA,e,,['proper noun']
SQL,ɛs kjuː ɛl,,['proper noun']
SUV,ˌɛsjuːˈviː,,['proper noun']
SWAT,swɒt,,['proper noun']
Saarinen,ˈsɑːrinen,,['proper noun']
Sabbath,ˈsæbəθ,,['proper noun']
Sabina,ˈsabɪna,,['proper noun']
Sabine,saːˈbinə,,['proper noun']
Sabrina,sabʁina,,['proper noun']
Sacramento,ɛntə,,['proper noun']
Saddam,sadˈdam,,['proper noun']
Sadie,ˈseɪdi,,['proper noun']
Sagan,ˈseɪɡən,,['proper noun']
Saginaw,ˈsæɡɪnɔː,,['proper noun']
Sagittarius,ˌsædʒɪˈtɛəɹɪəs,,['proper noun']
Sahara,səˈhɑːɹə,,['proper noun']
Sahel,səˈhɛl,,['proper noun']
Saigon,ˈsaɪɡɒn,,['proper noun']
Sakhalin,ˌsækəˈliːn,,['proper noun']
Saks,sɑks,,['proper noun']
Sal,æ,,['proper noun']
Saladin,ˈsælədɪn,,['proper noun']
Salamis,ˈsalamiːs,,['proper noun']
Salazar,ˈsæləzɑɹ,,['proper noun']
Salem,ˈseɪləm,,['proper noun']
Salerno,saˈlɛrno,,['proper noun']
Salisbury,"ˈsɒlzbɹi, ˈsɔːlz-, ˈsɔːz-",,['proper noun']
Salish,ˈseɪlɪʃ,,['proper noun']
Sally,ˈsæli,,['proper noun']
Salome,səˈloʊmi,,['proper noun']
Salvador,ˈsælvədɔː(ɹ),,['proper noun']
Salvatore,salvaˈtore,,['proper noun']
Salyut,sɑːlˈjuːt,,['proper noun']
Sam,ˈsæm,,['proper noun']
Samantha,səˈmænθə,,['proper noun']
Samar,ˈsaˑmɐɾ,,['proper noun']
Samara,saˈmara,,['proper noun']
Samaritan,səˈmæɹɪtən,,['proper noun']
Samarkand,ˈsæmə(ɹ)kænd,,['proper noun']
Sammy,ˈsæmi,,['proper noun']
Samoa,səˈməʊə,,['proper noun']
Samoan,əʊə,,['proper noun']
Samoyed,ˈsæməjɛd,,['proper noun']
Sampson,ˈsæmpsən,,['proper noun']
Samson,ˈsæmsən,,['proper noun']
Samsung,ˈsæmsʌŋ,,['proper noun']
Samuel,ˈsæmjuəl,,['proper noun']
San,æ,,['proper noun']
Sana,ˈsana,,['proper noun']
Sanchez,ˈsant͡ʃes,,['proper noun']
Sancho,ˈsænt͡ʃoʊ,,['proper noun']
Sand,zant,,['proper noun']
Sanders,ˈsɑːndəz,,['proper noun']
Sandoval,sandoˈbal,,['proper noun']
Sandra,ˈsændɹə,,['proper noun']
Sandy,ˈsændi,,['proper noun']
Sanford,ˈsænfɚd,,['proper noun']
Sang,zaŋ,,['proper noun']
Sanger,ˈsæŋə,,['proper noun']
Sanka,ˈsæŋkə,,['proper noun']
Sanskrit,ˈsænskɹɪt,,['proper noun']
Santa,ˈsæntə,,['proper noun']
Santana,sɐ̃ˈtɐnɐ,,['proper noun']
Santiago,sæntiˈɑːɡəʊ,,['proper noun']
Santos,ˈsɐ̃tuʃ,,['proper noun']
Sappho,ˈsæfəʊ,,['proper noun']
Sara,ɛɹ,,['proper noun']
Saracen,ˈsæɹəˌsən,,['proper noun']
Sarah,ˈsɛɚə,,['proper noun']
Sarajevo,ˌsɑɹəˈjeɪvəʊ,,['proper noun']
Saratov,ˈsaratof,,['proper noun']
Sarawak,saraˈwak,,['proper noun']
Sardinia,sɑɹˈdɪniə,,['proper noun']
Sargasso,sɑːˈɡæsəʊ,,['proper noun']
Saroyan,səˈɹɔɪən,,['proper noun']
Sartre,saʁtʁ,,['proper noun']
Saskatchewan,səˈskætʃəˌwɑːn,,['proper noun']
Saskatoon,ˌsæskəˈtun,,['proper noun']
Sassanian,səˈseɪnɪən,,['proper noun']
Satan,ˈseɪtən,,['proper noun']
Satanism,ˈseɪtənɪzm,,['proper noun']
Saturday,ˈsætədeɪ,,['proper noun']
Saturn,ˈsætɚn,,['proper noun']
Saturnalia,ˌsætəˈneɪliə,,['proper noun']
Saudi,ˈsaʊdi,,['proper noun']
Saul,sɔːl,,['proper noun']
Sauternes,soʊˈtəʁn,,['proper noun']
Savannah,səˈvænə,,['proper noun']
Savoy,səˈvɔɪ,,['proper noun']
Sawyer,ɔɪə(ɹ,,['proper noun']
Saxon,ˈsæksən,,['proper noun']
Saxony,ˈsæksəni,,['proper noun']
Scala,ˈskɑlɑ,,['proper noun']
Scandinavia,skændɪˈneɪviə,,['proper noun']
Scandinavian,ˌskændɪˈneɪviən,,['proper noun']
Scarborough,ˈskɑɹbəɹoʊ,,['proper noun']
Scheherazade,ʃəˌhɛɹəˈzɑːd(ə),,['proper noun']
Schenectady,skəˈnɛktədi,,['proper noun']
Schick,ʃɪk,,['proper noun']
Schiller,ˈʃilɐ,,['proper noun']
Schlitz,ʃlɪt͡s,,['proper noun']
Schloss,ʃlɔs,,['proper noun']
Schmidt,ʃmɪt,,['proper noun']
Schnabel,ˈʃnaːbəl,,['proper noun']
Schneider,ˈʃnaɪ̯dɐ,,['proper noun']
Schrödinger,ˈʃɹoʊdɪŋɚ,,['proper noun']
Schubert,ˈʃubɚt,,['proper noun']
Schultz,ʃʊlts,,['proper noun']
Schulz,ʃʊlt͡s,,['proper noun']
Schumann,ˈʃuman,,['proper noun']
Schuyler,ˈskaɪlɚ,,['proper noun']
Schuylkill,ˈskuːlkɪl,,['proper noun']
Schwarzenegger,ˈʃwɔːɹtsənˌɛɡəɹ,,['proper noun']
Schwarzkopf,ˈʃvartskɔp͡f,,['proper noun']
Scientology,ˌsaɪ̯ənˈtɔləˌdʒiː,,['proper noun']
Scipio,ˈsɪpɪəʊ,,['proper noun']
Scorpio,ˈskɔːpɪəʊ,,['proper noun']
Scorpius,ˈskɔːpɪəs,,['proper noun']
Scot,ˈskɒt,,['proper noun']
Scotch,skɒtʃ,,['proper noun']
Scotchman,ˈskɒtʃmən,,['proper noun']
Scotia,ˈskotsja,,['proper noun']
Scotland,ˈskɒtlənd,,['proper noun']
Scots,skɒts,,['proper noun']
Scotsman,ˈskɑtsmən,,['proper noun']
Scott,skɒt,,['proper noun']
Scottish,ˈskɒtɪʃ,,['proper noun']
Scrabble,ˈskɹæbl̩,,['proper noun']
Scrooge,skɹuːdʒ,,['proper noun']
Scud,skød,,['proper noun']
Scylla,ˈsɪlə,,['proper noun']
Scythia,ˈsɪðiə,,['proper noun']
Scythian,ˈsɪðiən,,['proper noun']
Sean,ʃɔːn,,['proper noun']
Seattle,ˈsiʔaːɬ,,['proper noun']
Sebastian,səˈbæstʃən,,['proper noun']
Seconal,ˈsekəˌnɔl,,['proper noun']
Sega,ˈseɪɡə,,['proper noun']
Segovia,sɪˈɡəʊviə,,['proper noun']
Segre,ˈsəɡɾə,,['proper noun']
Segway,ˈsɛɡweɪ,,['proper noun']
Segways,ˈsɛɡwejz,,['proper noun']
Seine,sɛn,,['proper noun']
Selena,sɪˈliːnə,,['proper noun']
Seleucid,səˈluːsɪd,,['proper noun']
Seleucus,səˈl(j)uːkəs,,['proper noun']
Selim,seˈlim,,['proper noun']
Seljuk,ˈsɛldʒuːk,,['proper noun']
Selkirk,ˈsɛlkɪɹk,,['proper noun']
Selma,ˈsɛlmə,,['proper noun']
Seminole,ˈsɛmɪnəl,,['proper noun']
Semiramis,seˈmiːramis,,['proper noun']
Semite,ˈsiːmaɪt,,['proper noun']
Semitic,sɛˈmɪtɪk,,['proper noun']
Senate,aːt,,['proper noun']
Seneca,ˈsɛnəkə,,['proper noun']
Senegal,ˌsɛnɪˈɡɔːl,,['proper noun']
Senegalese,ˌsɛnəɡəˈliːz,,['proper noun']
Senior,ˈzeːni̯oːr,,['proper noun']
Seoul,səʊl,,['proper noun']
Sephardi,zeˈfaʁdi,,['proper noun']
September,sɛpˈtɛmbə,,['proper noun']
Septembers,sɛpˈtɛmbɚz,,['proper noun']
Septuagint,ˈsɛptjuːəˌdʒɪnt,,['proper noun']
Serb,ˈsɝb,,['proper noun']
Serbia,ˈsɜːbiə,,['proper noun']
Serbian,ˈsɜː(ɹ)biːən,,['proper noun']
Serengeti,ˌsɛɹənˈɡɛti,,['proper noun']
Sergio,ˈsɛrd͡ʒo,,['proper noun']
Serpens,ˈsɚːpənz,,['proper noun']
Serra,ˈsɛrə,,['proper noun']
Set,ˈsɛt,,['proper noun']
Seth,sɛθ,,['proper noun']
Sevastopol,ˌsɛvəˈstoʊpəl,,['proper noun']
Severn,ˈsɛvə(ɹ)n,,['proper noun']
Severus,seˈu̯eːrus,,['proper noun']
Seville,səˈvɪl,,['proper noun']
Seward,ˈs(j)uəɹd,,['proper noun']
Seychelles,seɪˈʃɛlz,,['proper noun']
Seymour,ˈsiːmɔː(ɹ),,['proper noun']
Shaanxi,ʃɑːnˈʃiː,,['proper noun']
Shaffer,ˈʃeɪfɚ,,['proper noun']
Shakespeare,ˈʃeɪkspɪɹ,,['proper noun']
Shakespearean,ʃeɪkˈspɪːɹiən,,['proper noun']
Shane,ʃeɪn,,['proper noun']
Shanghai,ˈʃæŋhaɪ,,['proper noun']
Shannon,ˈʃænən,,['proper noun']
Shanxi,ˈʃɑnˈʃi,,['proper noun']
Shapiro,ʃəˈpɪɹoʊ,,['proper noun']
Shari'a,ʃàríʔàː,,['proper noun']
Sharon,ˈʃæɹən,,['proper noun']
Shavian,ˈʃeɪvɪən,,['proper noun']
Shaw,ɔ,,['proper noun']
Sheba,ˈʃiːbə,,['proper noun']
Sheena,iːn,,['proper noun']
Sheffield,ˈʃɛfiːld,,['proper noun']
Sheila,ˈʃejlɐ,,['proper noun']
Shelby,ˈʃɛlbi,,['proper noun']
Sheldon,ˈʃɛldən,,['proper noun']
Shell,ʃɛl,,['proper noun']
Shelley,ˈʃɛli,,['proper noun']
Shelly,ɛl,,['proper noun']
Shelton,ˈʃɛltən,,['proper noun']
Shenandoah,ˌʃɛnənˈdoʊə,,['proper noun']
Shenyang,ʃɛnˈjæŋ,,['proper noun']
Sheol,ˈʃioʊl,,['proper noun']
Sherlock,ˈʃɜɹlɒk,,['proper noun']
Sherman,ˈʃɜː(ɹ)mən,,['proper noun']
Sherpa,ˈʃɝpə,,['proper noun']
Sherwood,ˈʃɝwʊd,,['proper noun']
Shetland,ˈʃɛtlənd,,['proper noun']
Shevat,ɒ,,['proper noun']
Shiite,ʃiːaɪt,,['proper noun']
Shikoku,ʃɪˈkəʊkuː,,['proper noun']
Shinto,ˈʃɪntəʊ,,['proper noun']
Shiraz,ʃɚˈɑːz,,['proper noun']
Shirley,ˈʃɜː(ɹ)li,,['proper noun']
Shiva,ˈʃiːvə,,['proper noun']
Shoshone,ʃoʊˈʃoʊni,,['proper noun']
Shrek,ʃɹɛk,,['proper noun']
Shropshire,ˈʃɹɒpʃə(ɹ),,['proper noun']
Shylock,ˈʃaɪlɑk,,['proper noun']
Si,saɪ,,['proper noun']
Siam,saɪˈæm,,['proper noun']
Siamese,zi̯aˈmezə,,['proper noun']
Sibelius,ˈsibe(ː)lius,,['proper noun']
Siberia,saɪˈbɪəɹɪə,,['proper noun']
Siberian,saɪˈbɪəɹɪən,,['proper noun']
Sichuan,ˈsɪtʃwɑn,,['proper noun']
Sicily,ˈsɪsɨli,,['proper noun']
Sid,sɪd,,['proper noun']
Sidney,ˈsɪdni,,['proper noun']
Siegfried,ˈsɪɡfɹiːd,,['proper noun']
Siemens,ˈsiːmɛns,,['proper noun']
Sigmund,sǐɡmund,,['proper noun']
Sikh,siːk,,['proper noun']
